0.07371965	-0.21029775	0.31082886	0.057242393	-0.09151162	0.32307953	0.05596421	-0.096183285	0.42563635	0.049978733	-0.107365265	0.44600353	0.05024471	-0.12553513	0.4507146	0.050187387	-0.15755	0.44240305	forward
0.071916655	-0.21284312	0.33320665	0.05979336	-0.09223016	0.3236032	0.062332965	-0.07523304	0.42123356	0.060880948	-0.08132562	0.44478396	0.06381662	-0.10050993	0.4542542	0.06252479	-0.13635406	0.45424455	forward
0.06872234	-0.20752189	0.3268138	0.057194207	-0.087362796	0.31319952	0.056783333	-0.06804046	0.40996888	0.05342982	-0.07339187	0.4335059	0.054600406	-0.09334281	0.44480866	0.05421041	-0.12919396	0.44563007	forward
0.058939084	-0.21154782	0.2992313	0.055498604	-0.09033577	0.28884336	0.073755786	-0.073405564	0.3852269	0.07354698	-0.078151464	0.4087075	0.0728938	-0.09751561	0.4180262	0.06537522	-0.1329442	0.41900942	forward
0.06313592	-0.20301564	0.30626434	0.055528432	-0.08131428	0.301053	0.061252367	-0.06664027	0.39780825	0.05781091	-0.07217492	0.42020655	0.05741263	-0.09186393	0.428787	0.055228993	-0.1268502	0.42800158	forward
0.067971304	-0.19724968	0.30824846	0.056450363	-0.07825216	0.296847	0.026664307	-0.07261865	0.40034604	0.01839597	-0.07972999	0.42020285	0.019726247	-0.09798224	0.42864668	0.025510479	-0.13094251	0.425847	forward
0.088785626	-0.19532636	0.30513173	0.07448311	-0.0762692	0.29670435	0.04346101	-0.075727716	0.39947796	0.035924554	-0.08368826	0.41956863	0.037799083	-0.1022896	0.4283589	0.045053102	-0.13584383	0.42464995	forward
0.068471946	-0.19944623	0.30919364	0.08698716	-0.081911206	0.29700658	0.08081655	-0.07075934	0.4030347	0.07313864	-0.074875355	0.4234825	0.06919688	-0.09142007	0.43106058	0.0630738	-0.123163044	0.42767346	forward
0.061836682	-0.20626122	0.31290948	0.06297939	-0.086756915	0.3092926	0.050895024	-0.0800187	0.41023856	0.042534202	-0.08622444	0.43033904	0.04089866	-0.10360925	0.43755275	0.0417981	-0.13698286	0.43478638	forward
0.077701926	-0.17110673	0.30633587	0.059978027	-0.05440703	0.33163556	0.05143217	-0.07448907	0.4323092	0.050070595	-0.09171355	0.4547695	0.049654502	-0.11241977	0.4581507	0.04899641	-0.1402494	0.44343734	forward
0.07861432	-0.17427011	0.29826486	0.04544753	-0.06432065	0.33797613	0.046827924	-0.07719141	0.43224612	0.048185267	-0.102242455	0.4559389	0.04635249	-0.13014795	0.45598403	0.044150285	-0.16234869	0.43796742	forward
0.067130536	-0.20870557	0.32002687	0.059165537	-0.08843187	0.30215186	0.053372804	-0.06878649	0.40156767	0.047910016	-0.07286757	0.4243257	0.044844843	-0.092441276	0.4338389	0.045532204	-0.12759463	0.43533605	forward
0.06808793	-0.2033427	0.32267457	0.06745498	-0.08737818	0.28875327	0.0639432	-0.054768234	0.38191125	0.0595316	-0.057596937	0.40704605	0.057636097	-0.074625954	0.41998807	0.058166943	-0.10944447	0.42629164	forward
0.0719606	-0.18655065	0.3009662	0.0659452	-0.065743744	0.3132711	0.062192604	-0.07215832	0.4159452	0.05286169	-0.0808745	0.43429798	0.051136106	-0.100669265	0.43870026	0.05111981	-0.13334903	0.43070912	forward
